Division Name,pincode,district,statename
Trivandrum North ,695608,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695601,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695104,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695603,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695146,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695604,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695609,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695305,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695612,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695303,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695606,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695615,THIRUVANANTHAPURAM,KERALA
Trivandrum North ,695011,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695122,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695123,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695501,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695503,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695524,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695504,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695512,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695125,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695525,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695505,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695542,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695564,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695572,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695571,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695562,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695563,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695573,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695010,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695013,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695543,THIRUVANANTHAPURAM,KERALA
Trivandrum South ,695551,THIRUVANANTHAPURAM,KERALA
Calicut ,673616,KOZHIKODE,KERALA
Calicut ,673010,KOZHIKODE,KERALA
Calicut ,673580,KOZHIKODE,KERALA
Calicut ,673572,KOZHIKODE,KERALA
Calicut ,673571,KOZHIKODE,KERALA
Calicut ,673604,KOZHIKODE,KERALA
Calicut ,673012,KOZHIKODE,KERALA
Calicut ,673602,KOZHIKODE,KERALA
Calicut ,673613,KOZHIKODE,KERALA
Calicut ,673601,KOZHIKODE,KERALA
Calicut ,673582,KOZHIKODE,KERALA
Calicut ,673586,KOZHIKODE,KERALA
Calicut ,673573,KOZHIKODE,KERALA
Calicut ,673603,KOZHIKODE,KERALA
Calicut ,673008,KOZHIKODE,KERALA
Calicut ,673017,KOZHIKODE,KERALA
Calicut ,673631,KOZHIKODE,KERALA
Calicut ,673003,KOZHIKODE,KERALA
Calicut ,673007,KOZHIKODE,KERALA
Calicut ,673004,KOZHIKODE,KERALA
Calicut ,673593,WAYANAD,KERALA
Calicut ,673595,WAYANAD,KERALA
Calicut ,673124,WAYANAD,KERALA
Calicut ,673122,WAYANAD,KERALA
Calicut ,673596,WAYANAD,KERALA
Calicut ,673591,WAYANAD,KERALA
Calicut ,673577,WAYANAD,KERALA
Calicut ,673575,WAYANAD,KERALA
Calicut ,673579,WAYANAD,KERALA
Calicut ,673592,WAYANAD,KERALA
Calicut ,673581,WAYANAD,KERALA
Calicut ,673576,WAYANAD,KERALA
Thalassery ,670645,WAYANAD,KERALA
Thalassery ,670721,WAYANAD,KERALA
Thalassery ,670644,WAYANAD,KERALA
Thalassery ,670731,WAYANAD,KERALA
Cannanore ,670009,KANNUR,KERALA
Cannanore ,670011,KANNUR,KERALA
Cannanore ,670006,KANNUR,KERALA
Cannanore ,670593,KANNUR,KERALA
Cannanore ,670604,KANNUR,KERALA
Cannanore ,670592,KANNUR,KERALA
Cannanore ,670602,KANNUR,KERALA
Cannanore ,670331,KANNUR,KERALA
Cannanore ,670622,KANNUR,KERALA
Cannanore ,670561,KANNUR,KERALA
Cannanore ,670504,KANNUR,KERALA
Cannanore ,670571,KANNUR,KERALA
Cannanore ,670632,KANNUR,KERALA
Cannanore ,670581,KANNUR,KERALA
Cannanore ,670511,KASARAGOD,KERALA
Cannanore ,670511,KANNUR,KERALA
Cannanore ,670306,KANNUR,KERALA
Cannanore ,670563,KANNUR,KERALA
Cannanore ,670502,KANNUR,KERALA
Cannanore ,670307,KANNUR,KERALA
Cannanore ,670633,KANNUR,KERALA
Cannanore ,670308,KANNUR,KERALA
Cannanore ,670631,KANNUR,KERALA
Cannanore ,670353,KANNUR,KERALA
Kasaragod ,671531,KASARAGOD,KERALA
Kasaragod ,671313,KASARAGOD,KERALA
Kasaragod ,671314,KASARAGOD,KERALA
Kasaragod ,671312,KASARAGOD,KERALA
Kasaragod ,671534,KASARAGOD,KERALA
Kasaragod ,671532,KASARAGOD,KERALA
Kasaragod ,671351,KASARAGOD,KERALA
Kasaragod ,671310,KASARAGOD,KERALA
Kasaragod ,671541,KASARAGOD,KERALA
Kasaragod ,671321,KASARAGOD,KERALA
Kasaragod ,671324,KASARAGOD,KERALA
Kasaragod ,671323,KASARAGOD,KERALA
Kasaragod ,671542,KASARAGOD,KERALA
Kasaragod ,671543,KASARAGOD,KERALA
Kasaragod ,671551,KASARAGOD,KERALA
Kasaragod ,671552,KASARAGOD,KERALA
Kasaragod ,671322,KASARAGOD,KERALA
Kasaragod ,671123,KASARAGOD,KERALA
Manjeri ,679321,MALAPPURAM,KERALA
Manjeri ,679340,MALAPPURAM,KERALA
Manjeri ,679338,MALAPPURAM,KERALA
Manjeri ,670612,MALAPPURAM,KERALA
Manjeri ,673642,MALAPPURAM,KERALA
Manjeri ,676509,MALAPPURAM,KERALA
Manjeri ,679325,MALAPPURAM,KERALA
Manjeri ,679322,MALAPPURAM,KERALA
Manjeri ,679323,MALAPPURAM,KERALA
Manjeri ,673639,MALAPPURAM,KERALA
Manjeri ,679334,MALAPPURAM,KERALA
Manjeri ,679331,MALAPPURAM,KERALA
Manjeri ,676525,MALAPPURAM,KERALA
Manjeri ,676123,MALAPPURAM,KERALA
Manjeri ,676523,MALAPPURAM,KERALA
Manjeri ,673638,MALAPPURAM,KERALA
Manjeri ,673641,MALAPPURAM,KERALA
Manjeri ,676542,MALAPPURAM,KERALA
Manjeri ,676122,MALAPPURAM,KERALA
Manjeri ,679329,MALAPPURAM,KERALA
Manjeri ,676521,MALAPPURAM,KERALA
Manjeri ,679332,MALAPPURAM,KERALA
Manjeri ,673637,MALAPPURAM,KERALA
Manjeri ,673572,MALAPPURAM,KERALA
Manjeri ,679327,MALAPPURAM,KERALA
Manjeri ,679339,MALAPPURAM,KERALA
Manjeri ,679328,MALAPPURAM,KERALA
Ottapalam ,678581,PALAKKAD,KERALA
Ottapalam ,678601,PALAKKAD,KERALA
Ottapalam ,679536,PALAKKAD,KERALA
Ottapalam ,679503,PALAKKAD,KERALA
Ottapalam ,678591,PALAKKAD,KERALA
Ottapalam ,678597,PALAKKAD,KERALA
Ottapalam ,678633,PALAKKAD,KERALA
Ottapalam ,679552,PALAKKAD,KERALA
Ottapalam ,679301,PALAKKAD,KERALA
Ottapalam ,678583,PALAKKAD,KERALA
Ottapalam ,678582,PALAKKAD,KERALA
Ottapalam ,679335,PALAKKAD,KERALA
Ottapalam ,679501,PALAKKAD,KERALA
Ottapalam ,679303,PALAKKAD,KERALA
Ottapalam ,678598,PALAKKAD,KERALA
Ottapalam ,679122,PALAKKAD,KERALA
Ottapalam ,679121,PALAKKAD,KERALA
Ottapalam ,679513,PALAKKAD,KERALA
Ottapalam ,679514,PALAKKAD,KERALA
Ottapalam ,679304,PALAKKAD,KERALA
Ottapalam ,679534,PALAKKAD,KERALA
Ottapalam ,679336,PALAKKAD,KERALA
Ottapalam ,679522,PALAKKAD,KERALA
Ottapalam ,679533,PALAKKAD,KERALA
Palghat ,678682,PALAKKAD,KERALA
Palghat ,678702,PALAKKAD,KERALA
Palghat ,678506,PALAKKAD,KERALA
Palghat ,678572,PALAKKAD,KERALA
Palghat ,678721,PALAKKAD,KERALA
Palghat ,678574,PALAKKAD,KERALA
Palghat ,678687,PALAKKAD,KERALA
Palghat ,678683,PALAKKAD,KERALA
Palghat ,678641,PALAKKAD,KERALA
Palghat ,678613,PALAKKAD,KERALA
Palghat ,678642,PALAKKAD,KERALA
Palghat ,678592,PALAKKAD,KERALA
Palghat ,678004,PALAKKAD,KERALA
Palghat ,678012,PALAKKAD,KERALA
Palghat ,678007,PALAKKAD,KERALA
Palghat ,678101,PALAKKAD,KERALA
Palghat ,678622,PALAKKAD,KERALA
Palghat ,678621,PALAKKAD,KERALA
Palghat ,678701,PALAKKAD,KERALA
Palghat ,678501,PALAKKAD,KERALA
Palghat ,678551,PALAKKAD,KERALA
Palghat ,678557,PALAKKAD,KERALA
Palghat ,679522,PALAKKAD,KERALA
Palghat ,678503,PALAKKAD,KERALA
Palghat ,678103,PALAKKAD,KERALA
Thalassery ,670694,KANNUR,KERALA
Thalassery ,670650,KANNUR,KERALA
Thalassery ,670703,KANNUR,KERALA
Thalassery ,670674,KANNUR,KERALA
Thalassery ,670706,KANNUR,KERALA
Thalassery ,670651,KANNUR,KERALA
Thalassery ,670643,KANNUR,KERALA
Thalassery ,670702,KANNUR,KERALA
Thalassery ,670661,KANNUR,KERALA
Thalassery ,670692,KANNUR,KERALA
Thalassery ,670704,KANNUR,KERALA
Thalassery ,670673,KANNUR,KERALA
Thalassery ,670675,KANNUR,KERALA
Thalassery ,670741,KANNUR,KERALA
Thalassery ,670693,KANNUR,KERALA
Thalassery ,670705,KANNUR,KERALA
Tirur ,679576,MALAPPURAM,KERALA
Tirur ,679584,MALAPPURAM,KERALA
Tirur ,679571,MALAPPURAM,KERALA
Tirur ,679573,MALAPPURAM,KERALA
Tirur ,676102,MALAPPURAM,KERALA
Tirur ,676501,MALAPPURAM,KERALA
Tirur ,676553,MALAPPURAM,KERALA
Tirur ,676503,MALAPPURAM,KERALA
Tirur ,676561,MALAPPURAM,KERALA
Tirur ,676311,MALAPPURAM,KERALA
Tirur ,676528,MALAPPURAM,KERALA
Tirur ,676502,MALAPPURAM,KERALA
Tirur ,676307,MALAPPURAM,KERALA
Tirur ,676302,MALAPPURAM,KERALA
Tirur ,676320,MALAPPURAM,KERALA
Tirur ,676306,MALAPPURAM,KERALA
Tirur ,676508,MALAPPURAM,KERALA
Tirur ,676552,MALAPPURAM,KERALA
Tirur ,676317,MALAPPURAM,KERALA
Tirur ,676304,MALAPPURAM,KERALA
Vadakara ,673315,KOZHIKODE,KERALA
Vadakara ,673323,KOZHIKODE,KERALA
Vadakara ,673612,KOZHIKODE,KERALA
Vadakara ,673306,KOZHIKODE,KERALA
Vadakara ,673307,KOZHIKODE,KERALA
Vadakara ,673527,KOZHIKODE,KERALA
Vadakara ,673524,KOZHIKODE,KERALA
Haveri ,581210,HAVERI,KARNATAKA
Haveri ,581115,HAVERI,KARNATAKA
Haveri ,581116,HAVERI,KARNATAKA
Haveri ,581118,HAVERI,KARNATAKA
Haveri ,581237,HAVERI,KARNATAKA
Haveri ,581205,HAVERI,KARNATAKA
Haveri ,581120,HAVERI,KARNATAKA
Haveri ,581119,HAVERI,KARNATAKA
Karwar ,581314,UTTARA KANNADA,KARNATAKA
Karwar ,581316,UTTARA KANNADA,KARNATAKA
Karwar ,581353,UTTARA KANNADA,KARNATAKA
Karwar ,581319,UTTARA KANNADA,KARNATAKA
Karwar ,581323,UTTARA KANNADA,KARNATAKA
Karwar ,581384,UTTARA KANNADA,KARNATAKA
Karwar ,581351,UTTARA KANNADA,KARNATAKA
Karwar ,581361,UTTARA KANNADA,KARNATAKA
Karwar ,581332,UTTARA KANNADA,KARNATAKA
Karwar ,581334,UTTARA KANNADA,KARNATAKA
Karwar ,581338,UTTARA KANNADA,KARNATAKA
Karwar ,581421,UTTARA KANNADA,KARNATAKA
Karwar ,581342,UTTARA KANNADA,KARNATAKA
Karwar ,581343,UTTARA KANNADA,KARNATAKA
Karwar ,581354,UTTARA KANNADA,KARNATAKA
Raichur ,584138,RAICHUR,KARNATAKA
Raichur ,584111,RAICHUR,KARNATAKA
Raichur ,584167,RAICHUR,KARNATAKA
Raichur ,584113,RAICHUR,KARNATAKA
Raichur ,584140,RAICHUR,KARNATAKA
Raichur ,584115,RAICHUR,KARNATAKA
Raichur ,584116,RAICHUR,KARNATAKA
Raichur ,584143,RAICHUR,KARNATAKA
Raichur ,584118,RAICHUR,KARNATAKA
Raichur ,584120,RAICHUR,KARNATAKA
Raichur ,584203,RAICHUR,KARNATAKA
Raichur ,584122,RAICHUR,KARNATAKA
Raichur ,584123,RAICHUR,KARNATAKA
Raichur ,584124,RAICHUR,KARNATAKA
Raichur ,584202,RAICHUR,KARNATAKA
Raichur ,584126,RAICHUR,KARNATAKA
Raichur ,584125,RAICHUR,KARNATAKA
Raichur ,584102,RAICHUR,KARNATAKA
Raichur ,584104,RAICHUR,KARNATAKA
Raichur ,584128,RAICHUR,KARNATAKA
Raichur ,584129,RAICHUR,KARNATAKA
Raichur ,584135,RAICHUR,KARNATAKA
Raichur ,584134,RAICHUR,KARNATAKA
Raichur ,584133,RAICHUR,KARNATAKA
Sirsi ,581363,UTTARA KANNADA,KARNATAKA
Sirsi ,581315,UTTARA KANNADA,KARNATAKA
Sirsi ,581318,UTTARA KANNADA,KARNATAKA
Sirsi ,581322,UTTARA KANNADA,KARNATAKA
Sirsi ,581325,UTTARA KANNADA,KARNATAKA
Sirsi ,581329,UTTARA KANNADA,KARNATAKA
Sirsi ,581336,UTTARA KANNADA,KARNATAKA
Sirsi ,581129,UTTARA KANNADA,KARNATAKA
Sirsi ,581340,UTTARA KANNADA,KARNATAKA
Sirsi ,581347,UTTARA KANNADA,KARNATAKA
Sirsi ,581403,UTTARA KANNADA,KARNATAKA
Sirsi ,581453,UTTARA KANNADA,KARNATAKA
Sirsi ,581355,UTTARA KANNADA,KARNATAKA
Sirsi ,581402,UTTARA KANNADA,KARNATAKA
Sirsi ,581401,UTTARA KANNADA,KARNATAKA
Sirsi ,581356,UTTARA KANNADA,KARNATAKA
Sirsi ,581411,UTTARA KANNADA,KARNATAKA
Sirsi ,581359,UTTARA KANNADA,KARNATAKA
Chikkamagaluru ,577101,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577547,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577113,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577116,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577548,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577146,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577129,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577130,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577132,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577133,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577182,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577137,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577138,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577549,NA,NA
Chikkamagaluru ,577550,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577168,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577140,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577126,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577179,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577123,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577127,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577134,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577144,CHIKKAMAGALURU,KARNATAKA
Chikkamagaluru ,577139,CHIKKAMAGALURU,KARNATAKA
Chitradurga ,577511,CHITRADURGA,KARNATAKA
Chitradurga ,577597,CHITRADURGA,KARNATAKA
Chitradurga ,577519,CHITRADURGA,KARNATAKA
Chitradurga ,577520,CHITRADURGA,KARNATAKA
Chitradurga ,577521,CHITRADURGA,KARNATAKA
Chitradurga ,577518,CHITRADURGA,KARNATAKA
Chitradurga ,577522,CHITRADURGA,KARNATAKA
Chitradurga ,577523,CHITRADURGA,KARNATAKA
Chitradurga ,577524,CHITRADURGA,KARNATAKA
Chitradurga ,577555,CHITRADURGA,KARNATAKA
Chitradurga ,577557,CHITRADURGA,KARNATAKA
Chitradurga ,577546,CHITRADURGA,KARNATAKA
Chitradurga ,577599,CHITRADURGA,KARNATAKA
Chitradurga ,577598,CHITRADURGA,KARNATAKA
Chitradurga ,577526,CHITRADURGA,KARNATAKA
Chitradurga ,577527,CHITRADURGA,KARNATAKA
Chitradurga ,577531,CHITRADURGA,KARNATAKA
Chitradurga ,577554,CHITRADURGA,KARNATAKA
Chitradurga ,577532,CHITRADURGA,KARNATAKA
Chitradurga ,577533,CHITRADURGA,KARNATAKA
Chitradurga ,577535,CHITRADURGA,KARNATAKA
Chitradurga ,577536,CHITRADURGA,KARNATAKA
Chitradurga ,577537,CHITRADURGA,KARNATAKA
Chitradurga ,577538,CHITRADURGA,KARNATAKA
Chitradurga ,577540,CHITRADURGA,KARNATAKA
Chitradurga ,577541,CHITRADURGA,KARNATAKA
Chitradurga ,577542,CHITRADURGA,KARNATAKA
Chitradurga ,577502,CHITRADURGA,KARNATAKA
Chitradurga ,577543,CHITRADURGA,KARNATAKA
Chitradurga ,577517,CHITRADURGA,KARNATAKA
Chitradurga ,577596,CHITRADURGA,KARNATAKA
DAVANAGERE ,577556,DAVANGERE,KARNATAKA
DAVANAGERE ,577513,DAVANGERE,KARNATAKA
DAVANAGERE ,577514,DAVANGERE,KARNATAKA
DAVANAGERE ,577516,DAVANGERE,KARNATAKA
DAVANAGERE ,577553,DAVANGERE,KARNATAKA
DAVANAGERE ,577006,DAVANGERE,KARNATAKA
DAVANAGERE ,577566,DAVANGERE,KARNATAKA
DAVANAGERE ,577601,DAVANGERE,KARNATAKA
DAVANAGERE ,577528,DAVANGERE,KARNATAKA
DAVANAGERE ,577002,DAVANGERE,KARNATAKA
DAVANAGERE ,577530,DAVANGERE,KARNATAKA
DAVANAGERE ,577534,DAVANGERE,KARNATAKA
Hassan ,573103,HASSAN,KARNATAKA
Hassan ,573162,HASSAN,KARNATAKA
Hassan ,573112,HASSAN,KARNATAKA
Hassan ,573115,HASSAN,KARNATAKA
Hassan ,573116,HASSAN,KARNATAKA
Hassan ,573141,HASSAN,KARNATAKA
Hassan ,573117,HASSAN,KARNATAKA
Hassan ,573118,HASSAN,KARNATAKA
Hassan ,573121,HASSAN,KARNATAKA
Hassan ,573124,HASSAN,KARNATAKA
Hassan ,573125,HASSAN,KARNATAKA
Hassan ,573144,HASSAN,KARNATAKA
Hassan ,573131,HASSAN,KARNATAKA
Hassan ,573225,HASSAN,KARNATAKA
Hassan ,573213,HASSAN,KARNATAKA
Hassan ,573102,HASSAN,KARNATAKA
Hassan ,573214,HASSAN,KARNATAKA
Hassan ,573127,HASSAN,KARNATAKA
Hassan ,573142,HASSAN,KARNATAKA
Hassan ,573120,HASSAN,KARNATAKA
Hassan ,573216,HASSAN,KARNATAKA
Hassan ,573210,HASSAN,KARNATAKA
Hassan ,573165,HASSAN,KARNATAKA
Hassan ,573123,HASSAN,KARNATAKA
Hassan ,573211,HASSAN,KARNATAKA
Hassan ,573217,HASSAN,KARNATAKA
Hassan ,573128,HASSAN,KARNATAKA
Hassan ,573129,HASSAN,KARNATAKA
Hassan ,573130,HASSAN,KARNATAKA
Hassan ,573212,HASSAN,KARNATAKA
Hassan ,573218,HASSAN,KARNATAKA
Hassan ,573133,HASSAN,KARNATAKA
Hassan ,573136,HASSAN,KARNATAKA
Hassan ,573134,HASSAN,KARNATAKA
Hassan ,573219,HASSAN,KARNATAKA
Hassan ,573220,HASSAN,KARNATAKA
Hassan ,573226,HASSAN,KARNATAKA
Hassan ,573137,HASSAN,KARNATAKA
Kodagu ,571201,KODAGU,KARNATAKA
Kodagu ,571211,KODAGU,KARNATAKA
Kodagu ,571219,KODAGU,KARNATAKA
Kodagu ,571212,KODAGU,KARNATAKA
Kodagu ,571213,KODAGU,KARNATAKA
Kodagu ,571231,KODAGU,KARNATAKA
Kodagu ,571232,KODAGU,KARNATAKA
Kodagu ,571234,KODAGU,KARNATAKA
Kodagu ,571251,KODAGU,KARNATAKA
Kodagu ,571252,KODAGU,KARNATAKA
Kodagu ,571215,KODAGU,KARNATAKA
Kodagu ,571216,KODAGU,KARNATAKA
Kodagu ,571235,KODAGU,KARNATAKA
Kodagu ,571236,KODAGU,KARNATAKA
Kodagu ,571217,KODAGU,KARNATAKA
Kodagu ,571237,KODAGU,KARNATAKA
Kodagu ,571254,KODAGU,KARNATAKA
Kodagu ,571218,KODAGU,KARNATAKA
Kolar ,561207,CHIKKABALLAPURA,KARNATAKA
Kolar ,563124,CHIKKABALLAPURA,KARNATAKA
Kolar ,562101,CHIKKABALLAPURA,KARNATAKA
Kolar ,561208,CHIKKABALLAPURA,KARNATAKA
Kolar ,561209,CHIKKABALLAPURA,KARNATAKA
Vadakara ,673525,KOZHIKODE,KERALA
Vadakara ,673528,KOZHIKODE,KERALA
Vadakara ,673620,KOZHIKODE,KERALA
Vadakara ,673529,KOZHIKODE,KERALA
Vadakara ,673574,KOZHIKODE,KERALA
Vadakara ,673309,KOZHIKODE,KERALA
Vadakara ,673308,KOZHIKODE,KERALA
Vadakara ,673506,KOZHIKODE,KERALA
Vadakara ,673513,KOZHIKODE,KERALA
Vadakara ,673508,KOZHIKODE,KERALA
Vadakara ,673104,KOZHIKODE,KERALA
Vadakara ,673509,KOZHIKODE,KERALA
Vadakara ,673105,KOZHIKODE,KERALA
Vadakara ,673503,KOZHIKODE,KERALA
Vadakara ,673505,KOZHIKODE,KERALA
Vadakara ,673517,KOZHIKODE,KERALA
Vadakara ,673542,KOZHIKODE,KERALA
Balaghat ,481001,BALAGHAT,MADHYA PRADESH
Balaghat ,481111,BALAGHAT,MADHYA PRADESH
Balaghat ,481051,BALAGHAT,MADHYA PRADESH
Balaghat ,481332,BALAGHAT,MADHYA PRADESH
Balaghat ,481117,BALAGHAT,MADHYA PRADESH
Balaghat ,481226,BALAGHAT,MADHYA PRADESH
Balaghat ,481224,BALAGHAT,MADHYA PRADESH
Balaghat ,481445,BALAGHAT,MADHYA PRADESH
Balaghat ,481337,BALAGHAT,MADHYA PRADESH
Balaghat ,481335,BALAGHAT,MADHYA PRADESH
Balaghat ,481115,BALAGHAT,MADHYA PRADESH
Balaghat ,481441,BALAGHAT,MADHYA PRADESH
Balaghat ,481551,BALAGHAT,MADHYA PRADESH
Balaghat ,481222,BALAGHAT,MADHYA PRADESH
Balaghat ,481116,BALAGHAT,MADHYA PRADESH
Balaghat ,481556,BALAGHAT,MADHYA PRADESH
Balaghat ,481449,BALAGHAT,MADHYA PRADESH
Balaghat ,481105,BALAGHAT,MADHYA PRADESH
Balaghat ,481331,BALAGHAT,MADHYA PRADESH
Mandla ,481661,MANDLA,MADHYA PRADESH
Mandla ,481998,MANDLA,MADHYA PRADESH
Mandla ,481771,MANDLA,MADHYA PRADESH
Mandla ,481666,MANDLA,MADHYA PRADESH
Mandla ,481995,MANDLA,MADHYA PRADESH
Mandla ,481672,MANDLA,MADHYA PRADESH
Mandla ,481768,MANDLA,MADHYA PRADESH
Mandla ,481880,DINDORI,MADHYA PRADESH
Mandla ,481883,DINDORI,MADHYA PRADESH
Mandla ,481882,DINDORI,MADHYA PRADESH
Mandla ,481664,MANDLA,MADHYA PRADESH
Mandla ,481884,DINDORI,MADHYA PRADESH
Mandla ,481663,MANDLA,MADHYA PRADESH
Mandla ,481776,MANDLA,MADHYA PRADESH
Mandla ,481885,DINDORI,MADHYA PRADESH
Mandla ,481662,MANDLA,MADHYA PRADESH
Mandla ,481668,MANDLA,MADHYA PRADESH
Mandla ,481778,DINDORI,MADHYA PRADESH
Mandla ,481879,DINDORI,MADHYA PRADESH
Mandla ,481990,DINDORI,MADHYA PRADESH
Mandla ,481996,MANDLA,MADHYA PRADESH
Balaghat ,480661,SEONI,MADHYA PRADESH
Balaghat ,480887,SEONI,MADHYA PRADESH
Balaghat ,480771,SEONI,MADHYA PRADESH
Balaghat ,480882,SEONI,MADHYA PRADESH
Balaghat ,480667,SEONI,MADHYA PRADESH
Balaghat ,480884,SEONI,MADHYA PRADESH
Balaghat ,480888,SEONI,MADHYA PRADESH
Balaghat ,480997,SEONI,MADHYA PRADESH
Balaghat ,480999,SEONI,MADHYA PRADESH
Balaghat ,480990,SEONI,MADHYA PRADESH
Balaghat ,480994,SEONI,MADHYA PRADESH
Balaghat ,480991,SEONI,MADHYA PRADESH
Balaghat ,480881,SEONI,MADHYA PRADESH
Balaghat ,480880,SEONI,MADHYA PRADESH
Balaghat ,480886,SEONI,MADHYA PRADESH
Balaghat ,480996,SEONI,MADHYA PRADESH
Bhopal ,462022,BHOPAL,MADHYA PRADESH
Bhopal ,462030,BHOPAL,MADHYA PRADESH
Bhopal ,462036,BHOPAL,MADHYA PRADESH
Bhopal ,463106,BHOPAL,MADHYA PRADESH
Bhopal ,462101,BHOPAL,MADHYA PRADESH
Bhopal ,462046,RAISEN,MADHYA PRADESH
Bhopal ,462120,BHOPAL,MADHYA PRADESH
Bhopal ,464993,RAISEN,MADHYA PRADESH
Bhopal ,462044,BHOPAL,MADHYA PRADESH
Chhatarpur ,471001,CHHATARPUR,MADHYA PRADESH
Satna ,488059,PANNA,MADHYA PRADESH
Satna ,488441,PANNA,MADHYA PRADESH
Chhatarpur ,471311,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471105,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471405,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471318,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471525,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471101,CHHATARPUR,MADHYA PRADESH
Satna ,488333,PANNA,MADHYA PRADESH
Satna ,488222,PANNA,MADHYA PRADESH
Chhatarpur ,471411,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471313,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471301,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471301,NA,NA
Chhatarpur ,471315,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471510,CHHATARPUR,MADHYA PRADESH
Satna ,488050,PANNA,MADHYA PRADESH
Chhatarpur ,471515,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471516,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471501,CHHATARPUR,MADHYA PRADESH
Chhatarpur ,471201,CHHATARPUR,MADHYA PRADESH
Satna ,488001,PANNA,MADHYA PRADESH
Satna ,488446,PANNA,MADHYA PRADESH
Chhatarpur ,471625,CHHATARPUR,MADHYA PRADESH
Satna ,488448,PANNA,MADHYA PRADESH
Chhatarpur ,471408,CHHATARPUR,MADHYA PRADESH
Satna ,488442,PANNA,MADHYA PRADESH
Satna ,488443,PANNA,MADHYA PRADESH
Chhatarpur ,472001,TIKAMGARH,MADHYA PRADESH
Chhatarpur ,472010,TIKAMGARH,MADHYA PRADESH
Chhatarpur ,472111,TIKAMGARH,MADHYA PRADESH
Chhatarpur ,472339,TIKAMGARH,MADHYA PRADESH
Chhatarpur ,472118,TIKAMGARH,MADHYA PRADESH
Chhatarpur ,472337,Niwari,MADHYA PRADESH
